chat,date,sender_id,message_id,text
https://t.me/natuurlijkegezondheid,2021-05-03T17:54:28.000000Z,-1001467842957,14,"Maak je eigen tijgerbalsem

Deze balsem kan zorgen voor een ontstekingsremmend, pijnstillend en verwarmend effect. Een erg fijne balsem na het oplopen van een blessure, bij rugpijn of bij stijve en zere spieren of gewrichten. 

Het recept is erg uitgebreid, maar het mag en kan ook simpeler door minder etherische oliën toe te voegen en je draagoliën niet te infuseren met kruiden

Het recept:
- 24 gr Draagolie naar keuze (geinfuseerd met kamille)
- 24 gr Sint janskruid olie
- 20 gr Sheaboter
- 5 gr Cacaoboter
- 9 gr Bijenwas
- 1 tl Honing (liefst een lopende honing die niet versuikert)
- 60 dr Etherische oliën van: Wintergroen, Ravintsara, Gember, Grove Den, JeneverBes, Rozemarijn, Wierook, Kamfer, Pepermunt, Zwarte Peper, Kaneel, Kruidnagel en Cypres

Voeg de draagoliën, de boter en bijenwas samen en verwarm dit au bain marie. Voeg wanneer dit is afgekoeld naar 40 graden de honing en etherische olie toe."
https://t.me/natuurlijkegezondheid,2021-04-26T08:43:42.000000Z,-1001467842957,13,"Kruiden azijn voor de echte liefhebber:

Het geeft net dat beetje extra bij een salade, en het is nog makkelijk ook. Dus ga lekker experimenteren met smaken en kruiden en breng je salades naar een nieuw niveau

Een paar mogelijkheden die je kan proberen op 0,5L azijn zijn:

- 1 takje basilicum, 2 takjes dragon, 2 takjes tijm, 1 teen knoflook, 1tl citroenrasp, 1tl peperkorrels

- 2 tenen knoflook, 1 rode peper, 2tl peperkorrels, en een beetje gember of kurkuma

- 1tl citroenrasp, 1tl limoenrasp, 2 takjes rozemarijn, 1 takje, 1 vlierbloesem en een aantal bieslook bloemen

Maar experimenteer vooral naar eigen smaak. Laat dit vervolgens 2 weken weken op een donkere en koele plek en vervolgens zeef je de kruiden eruit. Als leuke toevoeging kan je er 1 van de kruiden naderhand toevoegen voor een mooi decoratief effect."
https://t.me/natuurlijkegezondheid,2021-04-25T20:01:56.000000Z,-1001467842957,12,"Maak je eigen natuurlijke Lippenbalsem

De meeste lippenbalsems zijn gemaakt van vaseline wat een bijproduct is van de olie industrie, gelukkig kunnen we het zelf beter doen dus bij deze het recept:

- 7 gr sheaboter
- 7 gr bijenwas
- 17 gr olie naar keuze
- 4 dr etherische olie
- 1/2 tl honing

Optioneel: voeg een klein beetje mica toe voor een natuurlijke lippenstift (zelf nog niet geprobeerd)

Verwarm de boter, bijenwas en olie au bain marie en voeg de etherische olie en honing toe onder de 40 graden Celsius. 

Giet het vervolgens in je oude lippenbalsem stick en dan ben je klaar voor de winter. Zo simpel kan het soms zijn :)"
https://t.me/natuurlijkegezondheid,2021-04-19T07:02:54.000000Z,-1001467842957,11,"Paardenbloem limonade:

Mijn persoonlijke favoriet, nog lekkerder dan de vlierbloesem als je het mij vraagt. De eerste paardenbloemen zijn al te vinden maar pluk met mate, de bijen lusten ook wat

Het recept:

- 6 volle handen paardenbloemen (zonder steel)
- 1 kg suiker (je kan ook een gedeelte vervangen met honing)
- 1l water
- 1/2 citroen

1. Maak de bloemen schoon en snijd de citroen in schijfjes.
2. Voeg alle ingrediënten samen en breng dit aan de kook (gebruik je een gedeelte met honing voeg dit na de tijd toe)
3. Als alle suiker is opgelost kan de pan van het vuur en kan het 24 uur rusten (voeg de honing in dit proces toe als het is afgekoeld en roer tot het is opgelost)
4. Zeef de bloemen en citroen eruit en pers het de bloemen samen voor het onttrekken van het laatste beetje siroop.
5. Giet de siroop in schone flessen (je kan ze spoelen met kokend water en 15 minuten in de oven doen op 100 graden)

En nu maar genieten van de lekkerste limonade van moeder natuur"
https://t.me/natuurlijkegezondheid,2021-04-19T06:24:12.000000Z,-1001467842957,10,"Hoe maak je je eigen Golden Milk?

Golden Milk komt uit de ayurvedische leer uit India, en het zou een positief effect hebben op hart- en vaatziekten, het zou kunnen helpen bij griep of een verkoudheid en kan ontstekingsremmend werken.

Wat heb je nodig:
- Amandel of kokosmelk
- 3 tl Kurkuma
- 1 tl Kaneel
- 1/2 tl Zwarte peper
- 1/2 tl Kardemon
- Snufje zout
- 2 el honing

Verwarm de melk en voeg alles samen in een blender. Even blenden en klaar :) andere kruiden die je toe kan voegen zijn, vanille, gember, kruidnagel of nootmuskaat."
https://t.me/natuurlijkegezondheid,2021-04-18T08:57:15.000000Z,-1001467842957,8,"Maak je eigen etherische olie blend:

Een blend is een combinatie van etherische oliën die samen worden gevoegd om een bepaald effect te creëren. Het is erg eenvoudig om te maken en ook erg leuk om te doen. Hieronder een recept voor het maken van een ""Breathe Well Blend"" of te wel een blend die je kan helpen met beter te ademen.

Recept:
- 6 dr Eucalyptus
- 4 dr Ravintsara
- 2 dr Tea Tree
- 2 dr Citroen
- 2 dr Gember
- 2 dr Pepermunt
- 1 dr Lavendel
- 1 dr Anijs
- 10 tot 30 ml alcohol van 70%+ (of vervangen door een draagolie)

Voeg dit samen en doe het in een verstuiver, je kan het gebruiken net als parfum.

Ik gebruik zelf alcohol van 96%, hoe hoger het percentage des te beter lossen de oliën op. Daarnaast doe ik vaak rond de 10ml alcohol maar dan zit je op het niveau van een eau de toilette qua sterkte in geur. Als je het iets subtieler wilt gebruik je iets meer. 

Gebruik je olie in plaats van alcohol, kijk dan even goed welke olie het meest geschikt is voor je huid. Elke olie is namelijk weer anders."
https://t.me/natuurlijkegezondheid,2021-04-18T08:37:03.000000Z,-1001467842957,7,"Knoflook Honing:

In dit recept combineren we knoflook en honing. Beide staan bekend om hun anti microbiële werking en kunnen worden gebruikt bij griep, verkoudheid, hoest en keelpijn. Daarnaast is het ook prima om het preventief te gebruiken in een lekker kopje thee.

Recept:
3 bollen knoflook
Rauwe honing

– Pel de knoflook en hak of rasp deze in kleine stukken
– Vul de pot (gesteriliseerd) half vol met de knoflook en dek deze af met honing (Vermijd het vullen tot de bovenkant en laat wat ruimte over) en zorg ervoor dat alle knoflook bedekt is.

En voila, je eigen knoflook honing. Nu een weekje wachten en daarna kan je elke dag een theelepel nemen as preventie of 4-6 theelepels per dag bij klachten.

Opmerking: Honing en knoflook kunnen sporen bevatten van Clostridium botulinum oftewel ze kunnen botulisme veroorzaken. Ze groeien niet in een zure omgeving en hoewel honing een pH heeft van 3,9 wordt er door sommige een scheutje appelazijn aan toegevoegd."
https://t.me/natuurlijkegezondheid,2021-04-18T07:59:00.000000Z,-1001467842957,6,"Maak je eigen gembersiroop:

Gembersiroop is erg gezond en goed voor je weerstand. Daarnaast is het te gebruiken op vele manieren. Je kan het toevoegen aan yoghurt, ijs, pannenkoeken, thee of aan bruiswater voor je eigen natuurlijke ginger ale. 

Je kan zowel gedroogde als verse gember hiervoor gebruiken maar werken met verse gember geeft betere resultaten. Gebruik het liefst biologische gember hier hoef je namelijk niet de schil van te verwijderen.

Het recept:
1 kop dun gesneden gember schijfjes
2 koppen water
½ tot 1 kop honing of suiker(kokosbloesem)

Breng de gember schijfjes aan de kook met het water, als je suiker gebruikt mag je die nu toevoegen. Eenmaal aan de kook laat je het door sudderen tot de vloeistof gehalveerd is. Dit duurt zo’n 30-40 minuten. Zeef het geheel en je siroop is klaar. Heb je honing gebruikt dan laat je de vloeistof eerst afkoelen tot kamertemperatuur en voeg je daarna de honing toe. Even roeren tot het is opgelost en je siroop is klaar."
https://t.me/natuurlijkegezondheid,2021-04-18T07:26:56.000000Z,-1001467842957,5,"Recept voor het maken van mosterd: 

- 50 gr Mosterdzaad (grof of gemalen)
- 100-130 ml appelazijn 
- 2 eetlepels honing
- Snufje zout en peper
- 1/4 theelepel kruiden poeder naar keuze

Alles door elkaar en voila, u eigen mosterd!"
https://t.me/natuurlijkegezondheid,2021-04-01T06:53:44.000000Z,-1001467842957,2,
https://t.me/natuurlijkegezondheid,2021-04-01T06:50:20.000000Z,-1001467842957,1,
